,Time,Temperature (c),Salinity (ppt),ODO mg/L,temp_z-score,salinity_z-score,odo_z-score,Date
145,20:02.9,28.79999924,43.35,5.96,0.21368874358208145,0.5723787203581826,0.4126901462641755,2024-11-16
146,20:03.9,28.79999924,43.13,5.96,0.21368874358208145,0.4859456192774104,0.4126901462641755,2024-11-16
147,20:04.9,28.79999924,43.29,5.95,0.21368874358208145,0.5488060564270619,0.3830876694581725,2024-11-16
148,20:05.9,28.79999924,43.05,5.95,0.21368874358208145,0.4545154007025819,0.3830876694581725,2024-11-16
149,20:06.9,28.79999924,43.24,5.95,0.21368874358208145,0.5291621698177965,0.3830876694581725,2024-11-16
150,20:07.9,28.79999924,43.02,5.97,0.21368874358208145,0.44272906873702433,0.44229262307017847,2024-11-16
151,20:08.9,28.79999924,43.13,5.97,0.21368874358208145,0.4859456192774104,0.44229262307017847,2024-11-16
152,20:09.9,28.79999924,42.92,5.98,0.21368874358208145,0.40344129551849073,0.4718950998761841,2024-11-16
153,20:10.9,28.79999924,43.12,5.97,0.21368874358208145,0.4820168419555551,0.44229262307017847,2024-11-16
154,20:11.9,28.79999924,42.91,5.98,0.21368874358208145,0.3995125181966354,0.4718950998761841,2024-11-16
155,20:12.9,28.79999924,43.11,5.97,0.21368874358208145,0.47808806463370257,0.44229262307017847,2024-11-16
156,20:13.9,28.79999924,43.07,5.97,0.21368874358208145,0.4623729553462897,0.44229262307017847,2024-11-16
157,20:14.9,28.79999924,43.07,5.97,0.21368874358208145,0.4623729553462897,0.44229262307017847,2024-11-16
158,20:15.9,28.79999924,43.13,5.97,0.21368874358208145,0.4859456192774104,0.44229262307017847,2024-11-16
159,20:16.9,28.79999924,42.94,5.98,0.21368874358208145,0.4112988501621958,0.4718950998761841,2024-11-16
160,20:17.9,28.79999924,43.01,5.96,0.21368874358208145,0.438800291415169,0.4126901462641755,2024-11-16
161,20:18.9,28.79999924,42.79,5.98,0.21368874358208145,0.35236719033439684,0.4718950998761841,2024-11-16
162,20:19.9,28.70000076,42.95,5.96,-0.06590752439784467,0.41522762748405107,0.4126901462641755,2024-11-16
163,20:20.9,28.79999924,42.76,5.98,0.21368874358208145,0.34058085836883645,0.4718950998761841,2024-11-16
164,20:21.9,28.70000076,42.95,5.97,-0.06590752439784467,0.41522762748405107,0.44229262307017847,2024-11-16
165,20:22.9,28.70000076,43.22,5.94,-0.06590752439784467,0.5213046151740887,0.35348519265216954,2024-11-16
166,20:23.9,28.70000076,42.8,5.95,-0.06590752439784467,0.3562959676562493,0.3830876694581725,2024-11-16
167,20:24.9,28.70000076,42.91,5.94,-0.06590752439784467,0.3995125181966354,0.35348519265216954,2024-11-16
168,20:25.9,28.70000076,42.65,5.94,-0.06590752439784467,0.29736430782845036,0.35348519265216954,2024-11-16
169,20:26.9,28.70000076,42.84,5.93,-0.06590752439784467,0.372011076943665,0.3238827158461639,2024-11-16
170,20:27.9,28.70000076,42.92,5.93,-0.06590752439784467,0.40344129551849073,0.3238827158461639,2024-11-16
171,20:28.9,28.70000076,42.71,5.95,-0.06590752439784467,0.3209369717595711,0.3830876694581725,2024-11-16
172,20:29.9,28.70000076,42.81,5.92,-0.06590752439784467,0.36022474497810464,0.29428023904016093,2024-11-16
173,20:30.9,28.70000076,42.62,5.91,-0.06590752439784467,0.28557797586289,0.26467776223415795,2024-11-16
174,20:31.9,28.70000076,42.78,5.91,-0.06590752439784467,0.3484384130125443,0.26467776223415795,2024-11-16
175,20:32.9,28.70000076,42.81,5.92,-0.06590752439784467,0.36022474497810464,0.29428023904016093,2024-11-16
176,20:33.9,28.70000076,42.6,5.94,-0.06590752439784467,0.277720421219185,0.35348519265216954,2024-11-16
177,20:34.9,28.70000076,42.74,5.95,-0.06590752439784467,0.3327233037251314,0.3830876694581725,2024-11-16
178,20:35.9,28.70000076,42.69,5.93,-0.06590752439784467,0.31307941711586323,0.3238827158461639,2024-11-16
179,20:36.9,28.70000076,42.4,5.95,-0.06590752439784467,0.19914487478211781,0.3830876694581725,2024-11-16
180,20:38.0,28.70000076,42.27,5.94,-0.06590752439784467,0.14807076959802667,0.35348519265216954,2024-11-16
181,20:39.0,28.70000076,42.13,5.96,-0.06590752439784467,0.09306788709208023,0.4126901462641755,2024-11-16
182,20:40.0,28.70000076,41.68,5.95,-0.06590752439784467,-0.08372709239131945,0.3830876694581725,2024-11-16
183,20:41.0,28.70000076,42.01,5.93,-0.06590752439784467,0.04592255922983884,0.3238827158461639,2024-11-16
184,20:42.0,28.70000076,42.1,5.92,-0.06590752439784467,0.08128155512651988,0.29428023904016093,2024-11-16
185,20:43.0,28.70000076,42.06,5.92,-0.06590752439784467,0.06556644583910702,0.29428023904016093,2024-11-16
186,20:44.0,28.70000076,42.25,5.9,-0.06590752439784467,0.14021321495431885,0.23507528542815498,2024-11-16
187,20:45.0,28.70000076,42.29,5.84,-0.06590752439784467,0.15592832424173173,0.057460424592131826,2024-11-16
188,20:46.1,28.70000076,41.7,5.84,-0.06590752439784467,-0.07586953774761163,0.057460424592131826,2024-11-16
189,20:47.0,28.70000076,41.28,5.83,-0.06590752439784467,-0.24087818526545096,0.027857947786128844,2024-11-16
190,20:48.1,28.70000076,40.98,5.82,-0.06590752439784467,-0.35874150492105167,-0.001744529019874137,2024-11-16
191,20:49.1,28.70000076,40.84,5.81,-0.06590752439784467,-0.4137443874269953,-0.03134700582587975,2024-11-16
192,20:50.1,28.70000076,40.62,5.78,-0.06590752439784467,-0.5001774885077703,-0.12015443624388869,2024-11-16
193,20:51.1,28.70000076,40.81,5.72,-0.06590752439784467,-0.4255307193925557,-0.29776929707991184,2024-11-16
194,20:52.1,28.70000076,41.44,5.66,-0.06590752439784467,-0.17801774811579948,-0.47538415791593236,2024-11-16
195,20:53.1,28.70000076,40.74,5.66,-0.06590752439784467,-0.4530321606455289,-0.47538415791593236,2024-11-16
196,20:54.1,28.70000076,40.7,5.66,-0.06590752439784467,-0.4687472699329418,-0.47538415791593236,2024-11-16
197,20:55.1,28.70000076,40.78,5.62,-0.06590752439784467,-0.43731705135811605,-0.5937940651399469,2024-11-16
198,20:56.1,28.70000076,40.54,5.6,-0.06590752439784467,-0.5316077070825961,-0.6529990187519555,2024-11-16
199,20:57.1,28.70000076,40.78,5.53,-0.06590752439784467,-0.43731705135811605,-0.860216356393979,2024-11-16
200,20:58.1,28.70000076,40.76,5.5,-0.06590752439784467,-0.4451746060018239,-0.9490237868119906,2024-11-16
201,20:59.1,28.70000076,40.93,5.46,-0.06590752439784467,-0.3783853915303171,-1.0674336940360052,2024-11-16
202,21:00.1,28.70000076,40.99,5.4,-0.06590752439784467,-0.35481272759919635,-1.2450485548720256,2024-11-16
203,21:01.1,28.70000076,40.84,5.36,-0.06590752439784467,-0.4137443874269953,-1.3634584620960402,2024-11-16
204,21:02.1,28.70000076,41.05,5.3,-0.06590752439784467,-0.33124006366807845,-1.5410733229320634,2024-11-16
205,21:03.1,28.70000076,41.08,5.25,-0.06590752439784467,-0.3194537317025181,-1.6890857069620808,2024-11-16
206,21:04.1,28.70000076,41.19,5.19,-0.06590752439784467,-0.27623718116213203,-1.8667005677981015,2024-11-16
207,21:05.1,28.70000076,41.25,5.13,-0.06590752439784467,-0.2526645172310113,-2.0443154286341247,2024-11-16
208,21:06.1,28.70000076,41.89,5.07,-0.06590752439784467,-0.0012227686323997818,-2.221930289470145,2024-11-16
209,21:07.1,28.70000076,42.45,5.02,-0.06590752439784467,0.218788761391386,-2.3699426735001654,2024-11-16
210,21:08.1,28.70000076,42.23,4.99,-0.06590752439784467,0.13235566031061102,-2.4587501039181743,2024-11-16
211,21:09.1,28.70000076,42.19,4.98,-0.06590752439784467,0.11664055102319815,-2.488352580724177,2024-11-16
